"Bcell"	"MCLe"	"df"	"combo.name"
"84687"	"1"	"1"	"4.756691e-09"	"84687"
"8228"	"1"	"1"	"2.750495e-07"	"8228"
"114823"	"1"	"1"	"2.790676e-08"	"114823"
"145482"	"1"	"1"	"1.403812e-01"	"145482"
"9425"	"1"	"1"	"5.703330e-04"	"9425"
"23787"	"1"	"1"	"5.694918e-12"	"23787"
"4133"	"1"	"1"	"3.237771e-12"	"4133"
"527"	"1"	"1"	"6.633727e-12"	"527"
"8875"	"1"	"1"	"1.677568e-01"	"8875"
"90693"	"1"	"1"	"4.929517e-04"	"90693"
"11266"	"1"	"1"	"1.374599e-08"	"11266"
"8079"	"1"	"1"	"1.849172e-09"	"8079"
"10957"	"1"	"1"	"6.002609e-03"	"10957"
"23059"	"1"	"1"	"2.310530e-03"	"23059"
"2266"	"1"	"1"	"4.550186e-01"	"2266"
"25966"	"1"	"1"	"3.551420e-04"	"25966"
"65123"	"1"	"1"	"1.467715e-04"	"65123"
"7546"	"1"	"1"	"2.570076e-01"	"7546"
"650"	"1"	"1"	"4.791765e-04"	"650"
"56906"	"1"	"1"	"1.020732e-01"	"56906"
"7164"	"1"	"1"	"2.447722e-02"	"7164"
"84525"	"1"	"1"	"6.412235e-13"	"84525"
"287"	"1"	"1"	"4.951879e-04"	"287"
"23594"	"3"	"1"	"2.088566e-01"	"23594"
"51666"	"1"	"1"	"3.149850e-02"	"51666"
"4744"	"1"	"1"	"9.514409e-03"	"4744"
"200844"	"1"	"1"	"7.843320e-10"	"200844"
"55957"	"1"	"1"	"5.727699e-09"	"55957"
"153218"	"1"	"1"	"1.994041e-01"	"153218"
"23379"	"1"	"1"	"1.902652e-10"	"23379"
"302"	"1"	"1"	"1.604645e-08"	"302"
"3953"	"1"	"1"	"1.663509e-01"	"3953"
"79856"	"1"	"1"	"2.437227e-03"	"79856"
"2817"	"1"	"1"	"1.862861e-02"	"2817"
"124626"	"1"	"1"	"6.539235e-05"	"124626"
"8853"	"1"	"1"	"3.459395e-01"	"8853"
"9880"	"1"	"1"	"7.850209e-10"	"9880"
"10196"	"1"	"1"	"2.062997e-03"	"10196"
"4835"	"1"	"1"	"3.996928e-04"	"4835"
"55500"	"1"	"1"	"9.298531e-03"	"55500"
"6625"	"1"	"1"	"6.057772e-11"	"6625"
"26234"	"1"	"1"	"1.343145e-03"	"26234"
"203068"	"1"	"1"	"1.153870e-01"	"203068"
"10927"	"1"	"1"	"2.105700e-05"	"10927"
"123228"	"1"	"1"	"1.180979e-02"	"123228"
"6640"	"1"	"1"	"2.187001e-05"	"6640"
"7291"	"1"	"1"	"8.800721e-03"	"7291"
"57205"	"1"	"1"	"1.063247e-05"	"57205"
"23276"	"1"	"1"	"1.897528e-05"	"23276"
"79763"	"1"	"1"	"5.450766e-02"	"79763"
"5973"	"1"	"1"	"1.126289e-04"	"5973"
"4257"	"1"	"1"	"1.152430e-05"	"4257"
"1717"	"1"	"1"	"6.346324e-02"	"1717"
"6737"	"1"	"1"	"2.632898e-05"	"6737"
"79064"	"1"	"1"	"1.679561e-02"	"79064"
"998"	"1"	"1"	"1.094255e-01"	"998"
"11129"	"1"	"1"	"3.198711e-09"	"11129"
"285313"	"1"	"1"	"6.517710e-06"	"285313"
"5305"	"1"	"1"	"6.737665e-03"	"5305"
"80162"	"1"	"1"	"3.531135e-09"	"80162"
"63922"	"1"	"1"	"4.754694e-03"	"63922"
"3006"	"1"	"1"	"1.171920e-04"	"3006"
"7044"	"1"	"1"	"1.267547e-03"	"7044"
"5516"	"1"	"1"	"2.203357e-02"	"5516"
"2117"	"1"	"1"	"4.548610e-06"	"2117"
"81606"	"1"	"1"	"5.566810e-02"	"81606"
"131566"	"1"	"1"	"9.392152e-02"	"131566"
"85461"	"1"	"1"	"4.495410e-01"	"85461"
"282974"	"1"	"1"	"9.920338e-02"	"282974"
"5599"	"1"	"1"	"1.184549e-05"	"5599"
"3569"	"1"	"1"	"5.413795e-10"	"3569"
"25776"	"1"	"1"	"1.909498e-01"	"25776"
"1353"	"1"	"1"	"2.971423e-01"	"1353"
"84273"	"1"	"1"	"5.710382e-09"	"84273"
"91452"	"1"	"1"	"1.254717e-05"	"91452"
"23022"	"1"	"1"	"3.592019e-05"	"23022"
"645"	"1"	"1"	"1.233778e-01"	"645"
"51574"	"1"	"1"	"6.533026e-08"	"51574"
"7035"	"1"	"1"	"3.552029e-03"	"7035"
"11257"	"1"	"1"	"4.633734e-03"	"11257"
"1407"	"1"	"1"	"1.650950e-02"	"1407"
"64375"	"1"	"1"	"4.512746e-05"	"64375"
"79071"	"1"	"1"	"7.237423e-02"	"79071"
"8540"	"1"	"1"	"1.240878e-02"	"8540"
"201799"	"1"	"1"	"2.721807e-01"	"201799"
"64240"	"1"	"1"	"2.850720e-03"	"64240"
"4068"	"1"	"1"	"4.426244e-01"	"4068"
"26153"	"1"	"1"	"3.179242e-02"	"26153"
"9760"	"1"	"1"	"5.593951e-16"	"9760"
"22845"	"1"	"1"	"9.617413e-04"	"22845"
"7625"	"1"	"1"	"1.109006e-01"	"7625"
"5625"	"1"	"1"	"2.205174e-05"	"5625"
"26230"	"1"	"1"	"1.883369e-09"	"26230"
"79774"	"1"	"1"	"3.268310e-01"	"79774"
"101927886"	"1"	"1"	"7.301195e-10"	"101927886"
"159686"	"1"	"1"	"5.343262e-05"	"159686"
"6274"	"1"	"1"	"4.992374e-01"	"6274"
"2151"	"1"	"1"	"6.891663e-04"	"2151"
"100862671"	"1"	"1"	"6.698171e-05"	"100862671"
"100996570"	"1"	"1"	"1.975283e-03"	"100996570"
"57563"	"1"	"1"	"2.296886e-01"	"57563"
"917"	"1"	"1"	"2.121744e-01"	"917"
"1075"	"1"	"1"	"2.674658e-01"	"1075"
"55824"	"1"	"1"	"1.437283e-15"	"55824"
"79799"	"1"	"1"	"3.395492e-02"	"79799"
"64231"	"1"	"1"	"7.498152e-03"	"64231"
"27040"	"1"	"1"	"3.909651e-01"	"27040"
"1316"	"1"	"1"	"1.269691e-02"	"1316"
"2051"	"1"	"1"	"1.038022e-12"	"2051"
"84056"	"1"	"1"	"5.529792e-04"	"84056"
"60481"	"1"	"1"	"5.474394e-03"	"60481"
"51200"	"1"	"1"	"2.521146e-03"	"51200"
"57715"	"1"	"1"	"5.376300e-06"	"57715"
"64150"	"1"	"1"	"1.487101e-03"	"64150"
"11072"	"1"	"1"	"3.281715e-05"	"11072"
"140809"	"1"	"1"	"1.175412e-01"	"140809"
"154790"	"1"	"1"	"8.715842e-02"	"154790"
"80006"	"1"	"1"	"3.469174e-09"	"80006"
"101927330"	"1"	"1"	"2.336576e-10"	"101927330"
"5937"	"1"	"1"	"9.812632e-10"	"5937"
"9451"	"1"	"1"	"2.994877e-02"	"9451"
"6019"	"1"	"1"	"1.199166e-09"	"6019"
"8344"	"1"	"1"	"2.928707e-04"	"8344"
"92259"	"1"	"1"	"1.677518e-03"	"92259"
"6901"	"1"	"1"	"1.199166e-09"	"6901"
"23240"	"1"	"1"	"4.198574e-01"	"23240"
"93474"	"1"	"1"	"3.182641e-03"	"93474"
"80176"	"1"	"1"	"1.515577e-14"	"80176"
"84303"	"1"	"1"	"4.766887e-04"	"84303"
"59283"	"1"	"1"	"3.009903e-02"	"59283"
"79805"	"1"	"1"	"2.333878e-01"	"79805"
"25806"	"1"	"1"	"7.566319e-04"	"25806"
"283431"	"1"	"1"	"2.068443e-01"	"283431"
"100507203"	"1"	"1"	"3.065233e-03"	"100507203"
"117143"	"1"	"1"	"3.961793e-04"	"117143"
"23382"	"1"	"1"	"1.114738e-04"	"23382"
"222068"	"1"	"1"	"2.581110e-04"	"222068"
"9371"	"1"	"1"	"5.658145e-04"	"9371"
"23413"	"1"	"1"	"2.956438e-03"	"23413"
"285972"	"1"	"1"	"3.319854e-01"	"285972"
"56927"	"1"	"1"	"2.160001e-10"	"56927"
"3007"	"1"	"1"	"5.777169e-09"	"3007"
"84807"	"1"	"1"	"7.438596e-04"	"84807"
"388389"	"1"	"1"	"3.457494e-04"	"388389"
"643988"	"1"	"1"	"5.979070e-03"	"643988"
"339535"	"1"	"1"	"2.971423e-01"	"339535"
"1958"	"1"	"1"	"7.188738e-13"	"1958"
"199"	"1"	"1"	"2.302480e-02"	"199"
"375449"	"1"	"1"	"7.850033e-09"	"375449"
"387357"	"1"	"1"	"3.992764e-01"	"387357"
"6399"	"1"	"1"	"2.368594e-04"	"6399"
"84171"	"1"	"1"	"9.971358e-10"	"84171"
"54553"	"1"	"1"	"2.163158e-02"	"54553"
"55285"	"1"	"1"	"7.973758e-05"	"55285"
"56951"	"1"	"2"	"1.762267e-09"	"56951"
"3725"	"1"	"1"	"3.366683e-05"	"3725"
"1968"	"1"	"1"	"1.080429e-04"	"1968"
"8502"	"1"	"1"	"4.074002e-05"	"8502"
"132"	"1"	"1"	"2.461502e-04"	"132"
"170394"	"1"	"1"	"2.498571e-05"	"170394"
"22941"	"1"	"1"	"1.778682e-11"	"22941"
"13"	"1"	"1"	"4.682992e-03"	"13"
"146722"	"1"	"1"	"2.682501e-01"	"146722"
"26184"	"1"	"1"	"5.150903e-03"	"26184"
"3359"	"1"	"1"	"1.447901e-09"	"3359"
"3698"	"1"	"1"	"2.015987e-02"	"3698"
"121601"	"1"	"1"	"3.222257e-01"	"121601"
"4638"	"1"	"1"	"1.113343e-01"	"4638"
"8672"	"1"	"1"	"9.044263e-06"	"8672"
"4709"	"1"	"1"	"9.000856e-02"	"4709"
"1326"	"1"	"1"	"6.064543e-04"	"1326"
"80727"	"1"	"1"	"1.122924e-02"	"80727"
"3156"	"1"	"1"	"1.620503e-04"	"3156"
"8895"	"1"	"1"	"4.201617e-05"	"8895"
"57103"	"1"	"1"	"1.637996e-03"	"57103"
"94015"	"1"	"1"	"4.109734e-02"	"94015"
"1277"	"1"	"1"	"6.703911e-02"	"1277"
"90799"	"1"	"1"	"2.685596e-01"	"90799"
"23113"	"1"	"1"	"1.099835e-03"	"23113"
"27109"	"1"	"1"	"4.653237e-01"	"27109"
"2060"	"1"	"1"	"1.308960e-04"	"2060"
"2152"	"1"	"1"	"3.050433e-01"	"2152"
"51088"	"1"	"1"	"1.046107e-01"	"51088"
"50809"	"1"	"1"	"9.631874e-09"	"50809"
"3416"	"1"	"1"	"2.003791e-05"	"3416"
"2956"	"1"	"1"	"1.029260e-11"	"2956"
"2705"	"1"	"1"	"3.146998e-02"	"2705"
"6906"	"1"	"1"	"9.997427e-04"	"6906"
"8412"	"1"	"1"	"1.736729e-15"	"8412"
"1201"	"1"	"1"	"1.174128e-04"	"1201"
"2978"	"1"	"1"	"3.341755e-05"	"2978"
"55761"	"1"	"1"	"1.263124e-09"	"55761"
"4907"	"1"	"1"	"1.438588e-14"	"4907"
"3310"	"1"	"1"	"1.991535e-06"	"3310"
"51021"	"1"	"1"	"1.634177e-03"	"51021"
"30000"	"1"	"1"	"3.711593e-01"	"30000"
"240"	"1"	"1"	"2.285089e-11"	"240"
"142"	"1"	"1"	"1.674274e-05"	"142"
"1363"	"1"	"1"	"1.239807e-01"	"1363"
"6623"	"1"	"1"	"1.401654e-01"	"6623"
"51524"	"1"	"1"	"2.763100e-10"	"51524"
"9847"	"1"	"1"	"1.102212e-03"	"9847"
"112840"	"1"	"1"	"3.195391e-01"	"112840"
"4005"	"1"	"1"	"3.914923e-13"	"4005"
"51566"	"1"	"1"	"3.571341e-04"	"51566"
"2664"	"1"	"1"	"3.932909e-08"	"2664"
"135154"	"1"	"1"	"3.610701e-01"	"135154"
"23774"	"1"	"1"	"1.688669e-07"	"23774"
"9908"	"1"	"1"	"1.552116e-01"	"9908"
"10963"	"1"	"1"	"1.649622e-07"	"10963"
"203328"	"1"	"1"	"1.282663e-03"	"203328"
"2626"	"1"	"1"	"5.869973e-10"	"2626"
"6477"	"1"	"1"	"2.443911e-01"	"6477"
"83759"	"1"	"1"	"2.871390e-05"	"83759"
"822"	"1"	"1"	"8.916561e-02"	"822"
"23193"	"1"	"1"	"3.863947e-03"	"23193"
"5810"	"1"	"1"	"4.255358e-02"	"5810"
"3140"	"1"	"1"	"5.792558e-03"	"3140"
"9585"	"1"	"1"	"2.326891e-08"	"9585"
"6774"	"1"	"1"	"1.141705e-02"	"6774"
"28966"	"1"	"1"	"4.255358e-02"	"28966"
"5436"	"1"	"1"	"1.001783e-04"	"5436"
"84668"	"1"	"1"	"1.096176e-12"	"84668"
"751071"	"1"	"1"	"5.244428e-08"	"751071"
"2787"	"1"	"1"	"1.411613e-05"	"2787"
"7429"	"1"	"1"	"1.900560e-01"	"7429"
"6609"	"1"	"1"	"1.642826e-03"	"6609"
"2744"	"1"	"1"	"3.764570e-04"	"2744"
"7084"	"1"	"1"	"2.755226e-02"	"7084"
"259230"	"1"	"1"	"3.441237e-05"	"259230"
"84314"	"1"	"1"	"4.599609e-05"	"84314"
"6277"	"1"	"1"	"4.911261e-10"	"6277"
"84798"	"1"	"1"	"3.893422e-01"	"84798"
"91748"	"1"	"1"	"4.329607e-03"	"91748"
"1368"	"1"	"1"	"3.008105e-12"	"1368"
"91978"	"1"	"1"	"3.308508e-04"	"91978"
"7170"	"1"	"1"	"2.049010e-02"	"7170"
"3043"	"1"	"1"	"2.630023e-02"	"3043"
"56950"	"1"	"1"	"6.919352e-08"	"56950"
"8692"	"1"	"1"	"1.727722e-02"	"8692"
"101928973"	"1"	"1"	"6.716080e-02"	"101928973"
"11344"	"1"	"1"	"3.337044e-03"	"11344"
"55653"	"1"	"1"	"7.558505e-05"	"55653"
"2149"	"1"	"2"	"1.585045e-01"	"2149"
"57585"	"1"	"1"	"7.052676e-09"	"57585"
"221188"	"1"	"1"	"9.079652e-09"	"221188"
"79690"	"1"	"1"	"1.783852e-03"	"79690"
"57474"	"1"	"1"	"2.324544e-05"	"57474"
"54881"	"1"	"1"	"1.104169e-03"	"54881"
"29950"	"1"	"1"	"6.229709e-12"	"29950"
"221914"	"1"	"1"	"1.510471e-02"	"221914"
"22858"	"1"	"1"	"1.447901e-09"	"22858"
"694"	"1"	"1"	"2.504461e-01"	"694"
"116138"	"1"	"1"	"4.159594e-11"	"116138"
"5884"	"1"	"1"	"1.157612e-07"	"5884"
"100874323"	"1"	"1"	"3.775087e-01"	"100874323"
"10038"	"1"	"1"	"3.807294e-02"	"10038"
"139322"	"1"	"1"	"2.734853e-04"	"139322"
"3304"	"1"	"1"	"3.939200e-12"	"3304"
"6840"	"1"	"1"	"4.229450e-01"	"6840"
"56654"	"1"	"1"	"2.995276e-02"	"56654"
"54557"	"1"	"1"	"1.391977e-02"	"54557"
"7022"	"1"	"1"	"2.656404e-01"	"7022"
"51162"	"1"	"1"	"1.558451e-01"	"51162"
"285349"	"1"	"1"	"2.575999e-02"	"285349"
"28996"	"1"	"1"	"7.326102e-12"	"28996"
"23064"	"1"	"1"	"7.489998e-03"	"23064"
"11333"	"1"	"2"	"1.901204e-03"	"11333"
"4601"	"1"	"1"	"6.899844e-11"	"4601"
"338094"	"1"	"1"	"3.728208e-01"	"338094"
"999"	"1"	"1"	"4.229830e-01"	"999"
"25780"	"1"	"1"	"1.696944e-09"	"25780"
"3516"	"1"	"1"	"1.696820e-01"	"3516"
"342926"	"1"	"1"	"6.128724e-08"	"342926"
"54069"	"1"	"1"	"1.580083e-03"	"54069"
"199731"	"1"	"1"	"6.885275e-03"	"199731"
"6385"	"1"	"1"	"2.897781e-01"	"6385"
"5095"	"1"	"1"	"1.391243e-02"	"5095"
"101927550"	"1"	"1"	"1.176711e-02"	"101927550"
"23158"	"1"	"1"	"6.413705e-10"	"23158"
"79137"	"1"	"1"	"7.301635e-02"	"79137"
"8355"	"1"	"1"	"1.759510e-04"	"8355"
"93129"	"1"	"1"	"1.348921e-01"	"93129"
"25"	"1"	"1"	"4.349697e-02"	"25"
"4774"	"1"	"1"	"1.775277e-04"	"4774"
"5900"	"1"	"1"	"1.415240e-01"	"5900"
"338"	"1"	"1"	"1.577780e-01"	"338"
"23520"	"1"	"1"	"2.946970e-03"	"23520"
"11278"	"1"	"1"	"5.466735e-02"	"11278"
"84186"	"1"	"1"	"4.277127e-02"	"84186"
"253461"	"1"	"1"	"6.465875e-03"	"253461"
"9040"	"1"	"1"	"5.597245e-04"	"9040"
"26524"	"1"	"1"	"4.250619e-01"	"26524"
"8560"	"1"	"1"	"3.687323e-09"	"8560"
"1643"	"1"	"2"	"6.608462e-09"	"1643"
"2767"	"1"	"1"	"1.025230e-01"	"2767"
"121260"	"1"	"1"	"1.959492e-03"	"121260"
"5518"	"1"	"1"	"8.692636e-08"	"5518"
"6691"	"1"	"1"	"7.644495e-10"	"6691"
"84936"	"1"	"1"	"1.864003e-02"	"84936"
"54682"	"1"	"1"	"5.673593e-02"	"54682"
"56986"	"1"	"1"	"5.457257e-07"	"56986"
"440104"	"1"	"1"	"1.355527e-04"	"440104"
"8204"	"1"	"1"	"6.885544e-22"	"8204"
"60312"	"1"	"1"	"1.881688e-03"	"60312"
"79623"	"1"	"1"	"9.118993e-09"	"79623"
"339487"	"1"	"1"	"2.643505e-03"	"339487"
"3053"	"1"	"1"	"1.531485e-01"	"3053"
"3956"	"1"	"1"	"3.483877e-07"	"3956"
"389161"	"1"	"1"	"5.575760e-03"	"389161"
"26354"	"1"	"1"	"4.568240e-03"	"26354"
"257407"	"1"	"1"	"7.802229e-05"	"257407"
"653319"	"1"	"1"	"8.993335e-03"	"653319"
"93"	"1"	"1"	"1.853804e-03"	"93"
"1491"	"1"	"1"	"5.577327e-03"	"1491"
"53347"	"1"	"1"	"4.871881e-01"	"53347"
"54492"	"1"	"1"	"6.600767e-02"	"54492"
"57496"	"1"	"1"	"3.732860e-02"	"57496"
"54101"	"1"	"1"	"1.040604e-02"	"54101"
"993"	"1"	"1"	"9.301347e-03"	"993"
"114793"	"1"	"1"	"1.861551e-03"	"114793"
"325"	"1"	"1"	"2.197774e-01"	"325"
"5805"	"1"	"1"	"1.941911e-08"	"5805"
"1289"	"1"	"1"	"1.137697e-07"	"1289"
"1112"	"1"	"1"	"2.574178e-03"	"1112"
"25831"	"1"	"1"	"3.441237e-05"	"25831"
"4340"	"1"	"1"	"1.364223e-02"	"4340"
"58480"	"1"	"1"	"8.026077e-03"	"58480"
"90196"	"1"	"1"	"9.321894e-18"	"90196"
"85358"	"1"	"1"	"3.480490e-01"	"85358"
"6293"	"1"	"1"	"3.038327e-14"	"6293"
"4677"	"1"	"1"	"1.026302e-03"	"4677"
"3716"	"1"	"1"	"1.678741e-01"	"3716"
"91689"	"1"	"1"	"7.506674e-04"	"91689"
"55666"	"1"	"1"	"5.973248e-08"	"55666"
"151888"	"1"	"1"	"2.407990e-01"	"151888"
"9191"	"1"	"1"	"8.643451e-08"	"9191"
"145864"	"1"	"1"	"3.102204e-01"	"145864"
"55048"	"1"	"1"	"3.835900e-02"	"55048"
"92856"	"1"	"1"	"1.574661e-03"	"92856"
"8555"	"1"	"1"	"1.622366e-04"	"8555"
"10874"	"1"	"1"	"5.595519e-04"	"10874"
"64854"	"1"	"1"	"2.733899e-07"	"64854"
"83982"	"1"	"1"	"4.902397e-09"	"83982"
"84818"	"1"	"1"	"1.369078e-08"	"84818"
"4628"	"1"	"1"	"1.814330e-01"	"4628"
"2054"	"1"	"1"	"3.326167e-12"	"2054"
"81856"	"1"	"1"	"2.499315e-02"	"81856"
"29089"	"1"	"1"	"6.011302e-02"	"29089"
"9869"	"1"	"1"	"6.826248e-05"	"9869"
"7629"	"1"	"1"	"1.304296e-03"	"7629"
"23081"	"1"	"1"	"3.267100e-01"	"23081"
"554279"	"1"	"1"	"1.620971e-02"	"554279"
"23412"	"1"	"1"	"2.090687e-10"	"23412"
"2674"	"1"	"1"	"2.706678e-01"	"2674"
"254428"	"1"	"1"	"9.948954e-05"	"254428"
"10801"	"1"	"1"	"9.442123e-03"	"10801"
"23270"	"1"	"1"	"1.541238e-01"	"23270"
"3614"	"1"	"1"	"7.878606e-10"	"3614"
"2040"	"1"	"1"	"4.085991e-02"	"2040"
"390916"	"1"	"1"	"9.456167e-05"	"390916"
"148398"	"1"	"1"	"2.015273e-04"	"148398"
"200728"	"1"	"1"	"1.439446e-01"	"200728"
"1879"	"1"	"1"	"4.251574e-01"	"1879"
"9761"	"1"	"1"	"3.488625e-04"	"9761"
"8027"	"1"	"1"	"8.697724e-08"	"8027"
"26112"	"1"	"1"	"1.462010e-01"	"26112"
"51303"	"1"	"1"	"4.794540e-05"	"51303"
"10788"	"1"	"1"	"4.296355e-11"	"10788"
"3601"	"1"	"1"	"1.693402e-01"	"3601"
"8082"	"1"	"1"	"2.206546e-04"	"8082"
"84173"	"1"	"1"	"2.787629e-04"	"84173"
"653"	"1"	"1"	"5.323352e-02"	"653"
"84327"	"1"	"1"	"1.692824e-01"	"84327"
"91"	"1"	"1"	"3.178205e-03"	"91"
"22985"	"1"	"1"	"1.119918e-08"	"22985"
"3611"	"1"	"1"	"9.160208e-04"	"3611"
"5532"	"1"	"1"	"6.576120e-04"	"5532"
"51015"	"1"	"1"	"8.391112e-04"	"51015"
"909"	"1"	"1"	"8.490355e-08"	"909"
"138649"	"1"	"1"	"7.622998e-02"	"138649"
"55279"	"1"	"1"	"3.225973e-03"	"55279"
"7334"	"1"	"1"	"2.216891e-01"	"7334"
"64100"	"1"	"1"	"5.806530e-02"	"64100"
"26071"	"1"	"1"	"7.222592e-04"	"26071"
"1545"	"1"	"1"	"3.493083e-01"	"1545"
"22866"	"1"	"1"	"1.762621e-02"	"22866"
"145837"	"1"	"1"	"1.425445e-03"	"145837"
"3111"	"1"	"1"	"2.869344e-02"	"3111"
"4146"	"1"	"1"	"2.654624e-01"	"4146"
"6768"	"1"	"1"	"1.132118e-07"	"6768"
"23329"	"1"	"1"	"4.430226e-01"	"23329"
"138162"	"1"	"1"	"1.255567e-03"	"138162"
"10175"	"1"	"1"	"6.532994e-08"	"10175"
"286148"	"1"	"1"	"9.575564e-04"	"286148"
"3055"	"1"	"1"	"9.444867e-09"	"3055"
"343035"	"1"	"1"	"1.196682e-04"	"343035"
"93035"	"1"	"1"	"1.469337e-05"	"93035"
"171177"	"1"	"1"	"3.317128e-02"	"171177"
"283417"	"1"	"1"	"1.992336e-09"	"283417"
"37"	"1"	"1"	"2.123558e-09"	"37"
"282991"	"1"	"1"	"6.886132e-03"	"282991"
"8358"	"1"	"1"	"4.239663e-09"	"8358"
"26994"	"1"	"1"	"9.397227e-04"	"26994"
"1235"	"1"	"1"	"6.817044e-03"	"1235"
"7916"	"1"	"1"	"2.552153e-01"	"7916"
"51545"	"1"	"1"	"4.344713e-08"	"51545"
"10194"	"1"	"1"	"5.536303e-09"	"10194"
"6050"	"1"	"1"	"1.308960e-04"	"6050"
"22"	"1"	"1"	"3.396434e-03"	"22"
"865"	"1"	"1"	"4.880866e-08"	"865"
"3937"	"1"	"1"	"6.442104e-04"	"3937"
"10252"	"1"	"1"	"4.188816e-12"	"10252"
"283870"	"1"	"1"	"2.612133e-03"	"283870"
"3115"	"1"	"1"	"4.920052e-03"	"3115"
"60506"	"1"	"1"	"7.856802e-02"	"60506"
"10513"	"1"	"1"	"4.385678e-05"	"10513"
"57685"	"1"	"1"	"1.184615e-02"	"57685"
"64320"	"1"	"1"	"5.466197e-02"	"64320"
"399473"	"1"	"1"	"5.854467e-04"	"399473"
"1780"	"1"	"1"	"3.672550e-04"	"1780"
"100287896"	"1"	"1"	"3.533261e-02"	"100287896"
"7259"	"1"	"1"	"3.293467e-01"	"7259"
"79768"	"1"	"1"	"8.040810e-08"	"79768"
"59344"	"1"	"1"	"1.225276e-03"	"59344"
"84944"	"1"	"1"	"3.308149e-03"	"84944"
"115098"	"1"	"1"	"2.024495e-03"	"115098"
"151613"	"1"	"1"	"7.831998e-09"	"151613"
"10133"	"1"	"1"	"8.528205e-03"	"10133"
"55616"	"1"	"1"	"2.474544e-09"	"55616"
"1979"	"1"	"1"	"5.372282e-03"	"1979"
"113510"	"1"	"1"	"4.511903e-03"	"113510"
"285758"	"1"	"1"	"2.069618e-02"	"285758"
"818"	"1"	"1"	"4.793534e-04"	"818"
"348995"	"1"	"1"	"1.130164e-06"	"348995"
"27344"	"1"	"1"	"9.232616e-05"	"27344"
"7422"	"1"	"1"	"3.299917e-07"	"7422"
"6688"	"1"	"1"	"1.787215e-07"	"6688"
"57520"	"1"	"1"	"9.210109e-13"	"57520"
"2184"	"1"	"1"	"1.752266e-01"	"2184"
"84969"	"1"	"1"	"1.488499e-03"	"84969"
"65982"	"1"	"1"	"1.676747e-07"	"65982"
"2334"	"1"	"1"	"1.711037e-08"	"2334"
"29984"	"1"	"1"	"2.032785e-07"	"29984"
"219333"	"1"	"1"	"1.138905e-01"	"219333"
"29967"	"1"	"1"	"1.863838e-01"	"29967"
"5230"	"1"	"1"	"1.930456e-01"	"5230"
"7441"	"1"	"1"	"1.643086e-07"	"7441"
"80310"	"1"	"1"	"7.023559e-09"	"80310"
"338692"	"1"	"1"	"4.234851e-07"	"338692"
"942"	"1"	"1"	"5.469795e-09"	"942"
"84302"	"1"	"1"	"2.907378e-03"	"84302"
"11167"	"1"	"1"	"1.119369e-01"	"11167"
"2538"	"1"	"1"	"5.947267e-03"	"2538"
"100506783"	"1"	"1"	"1.115149e-01"	"100506783"
"3814"	"1"	"1"	"7.627043e-03"	"3814"
"11154"	"1"	"1"	"3.991601e-01"	"11154"
"54942"	"1"	"1"	"4.961383e-03"	"54942"
"51465"	"1"	"1"	"1.178931e-01"	"51465"
"81704"	"1"	"1"	"5.322030e-02"	"81704"
"149951"	"1"	"1"	"2.108447e-02"	"149951"
"2774"	"1"	"1"	"3.213201e-01"	"2774"
"22889"	"1"	"1"	"1.108818e-01"	"22889"
"284749"	"1"	"1"	"6.814192e-09"	"284749"
"1627"	"1"	"1"	"3.018812e-03"	"1627"
"5457"	"1"	"1"	"3.407894e-09"	"5457"
"445"	"1"	"1"	"3.275368e-02"	"445"
"132720"	"1"	"1"	"5.853049e-17"	"132720"
"4697"	"1"	"1"	"1.970980e-04"	"4697"
"1033"	"1"	"1"	"1.988914e-16"	"1033"
"2526"	"1"	"1"	"3.727516e-03"	"2526"
"4129"	"1"	"1"	"8.493266e-02"	"4129"
"51163"	"1"	"1"	"4.627529e-08"	"51163"
"115827"	"1"	"1"	"9.346496e-02"	"115827"
"112752"	"1"	"1"	"1.526788e-04"	"112752"
"5822"	"1"	"1"	"6.121497e-08"	"5822"
"5094"	"1"	"1"	"3.741622e-01"	"5094"
"10564"	"1"	"1"	"9.957417e-03"	"10564"
"7096"	"1"	"1"	"9.214630e-02"	"7096"
"5585"	"1"	"1"	"4.850117e-03"	"5585"
"8148"	"1"	"1"	"2.728003e-01"	"8148"
"23580"	"1"	"1"	"2.894842e-02"	"23580"
"1272"	"1"	"1"	"2.640131e-01"	"1272"
"81576"	"1"	"1"	"1.870591e-08"	"81576"
"23162"	"1"	"1"	"6.079509e-07"	"23162"
"55670"	"1"	"1"	"2.880602e-08"	"55670"
"6916"	"1"	"1"	"1.960581e-03"	"6916"
"396"	"1"	"1"	"1.296503e-04"	"396"
"8339"	"1"	"1"	"4.966552e-08"	"8339"
"57798"	"1"	"1"	"3.171051e-02"	"57798"
"80034"	"1"	"1"	"5.694070e-07"	"80034"
"7705"	"1"	"1"	"1.877076e-03"	"7705"
"6328"	"1"	"1"	"2.302219e-08"	"6328"
"6857"	"1"	"1"	"3.231906e-01"	"6857"
"79707"	"1"	"1"	"4.350379e-04"	"79707"
"79883"	"1"	"1"	"1.031802e-01"	"79883"
"79848"	"1"	"1"	"2.674327e-01"	"79848"
"9738"	"1"	"1"	"6.984189e-03"	"9738"
"84894"	"1"	"1"	"3.537683e-02"	"84894"
"10873"	"1"	"1"	"2.876093e-01"	"10873"
